price,url,building,price_unit
150,http://www.haozu.com/gz_xzl_1468/,天盈广场,元/m²⋅月
140,http://www.haozu.com/gz_xzl_4231/,中信广场,元/m²⋅月
135,http://www.haozu.com/gz_xzl_5157/,星汇国际,元/m²⋅月
110,http://www.haozu.com/gz_xzl_2300/,富力盈隆广场,元/m²⋅月
80,http://www.haozu.com/gz_xzl_9264/,长兴·智汇商务中心,元/m²⋅月
150,http://www.haozu.com/gz_xzl_2072/, 富力盈信大厦,元/m²⋅月
69,http://www.haozu.com/gz_xzl_888/,粤海集团大厦,元/m²⋅月
125,http://www.haozu.com/gz_xzl_2366/,广州国德大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_3719/,信德商务大厦,元/m²⋅月
200,http://www.haozu.com/gz_xzl_1443/,太古汇,元/m²⋅月
82.1,http://www.haozu.com/gz_xzl_3013/,琶洲商业广场,元/m²⋅月
150,http://www.haozu.com/gz_xzl_5371/,远洋大厦（广州）,元/m²⋅月
110,http://www.haozu.com/gz_xzl_1782/,南方铁道大厦,元/m²⋅月
180,http://www.haozu.com/gz_xzl_9784/,珠光·新城国际中心,元/m²⋅月
100,http://www.haozu.com/gz_xzl_17044/,天河软件园科韵路园区,元/m²⋅月
95,http://www.haozu.com/gz_xzl_931/,威尼国际大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_9123/,信龙大厦,元/m²⋅月
70,http://www.haozu.com/gz_xzl_1781/,丰伟大厦,元/m²⋅月
190,http://www.haozu.com/gz_xzl_1170/,万菱国际中心,元/m²⋅月
160,http://www.haozu.com/gz_xzl_1286/,雅居乐中心,元/m²⋅月
1200,http://www.haozu.com/gz_gxbg_58/,联我（天河 软件园店）,元/工位/月
500,http://www.haozu.com/gz_gxbg_419/,轻云客（中南活力创意园）,元/工位/月
112.9,http://www.haozu.com/gz_xzl_5169/,环球都会广场,元/m²⋅月
145,http://www.haozu.com/gz_xzl_1451/,邦华环球广场,元/m²⋅月
70,http://www.haozu.com/gz_xzl_4558/,百汇广场,元/m²⋅月
102,http://www.haozu.com/gz_xzl_1832/,中华国际中心,元/m²⋅月
150,http://www.haozu.com/gz_xzl_4957/,广晟大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_2473/,星光映景,元/m²⋅月
100,http://www.haozu.com/gz_xzl_1191/,富力天河商务大厦,元/m²⋅月
70,http://www.haozu.com/gz_xzl_17177/,大家庭花园,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1702/,高盛大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_23513/,南天广场,元/m²⋅月
106.5,http://www.haozu.com/gz_xzl_1065/,隆德大厦,元/m²⋅月
180,http://www.haozu.com/gz_xzl_19278/,凯华国际中心,元/m²⋅月
18,http://www.haozu.com/gz_xzl_1899/,越秀金融大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_28202/,合景星辉广场,元/m²⋅月
80,http://www.haozu.com/gz_xzl_21228/,中泰北塔大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1914/,津滨腾越大厦,元/m²⋅月
60,http://www.haozu.com/gz_xzl_17108/,盛达商务园,元/m²⋅月
120,http://www.haozu.com/gz_xzl_18521/,美林基业大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_2548/,保利国际广场,元/m²⋅月
120,http://www.haozu.com/gz_xzl_19721/,天伦控股大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_3292/,宜安广场,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1463/,维多利广场,元/m²⋅月
95,http://www.haozu.com/gz_xzl_3456/,五羊新城广场,元/m²⋅月
80,http://www.haozu.com/gz_xzl_930/,东照大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1954/,中石化大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_4388/,美国银行中心,元/m²⋅月
110,http://www.haozu.com/gz_xzl_1512/,中公教育大厦,元/m²⋅月
85,http://www.haozu.com/gz_xzl_2581/,港汇大厦,元/m²⋅月
170,http://www.haozu.com/gz_xzl_18841/,海航大厦（广州）,元/m²⋅月
70.6,http://www.haozu.com/gz_xzl_5386/,广百新翼大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_1736/,国信大厦,元/m²⋅月
165,http://www.haozu.com/gz_xzl_2310/,广州银行大厦,元/m²⋅月
168,http://www.haozu.com/gz_xzl_1078/,利通广场,元/m²⋅月
160,http://www.haozu.com/gz_xzl_4551/,高德置地广场,元/m²⋅月
120,http://www.haozu.com/gz_xzl_17101/,叁悦广场,元/m²⋅月
100,http://www.haozu.com/gz_xzl_16479/,金城商务中心,元/m²⋅月
105,http://www.haozu.com/gz_xzl_18838/,东山广场,元/m²⋅月
70,http://www.haozu.com/gz_xzl_1980/,合润广场,元/m²⋅月
164.9,http://www.haozu.com/gz_xzl_941/,富力盈凯广场,元/m²⋅月
125,http://www.haozu.com/gz_xzl_2569/,天伦大厦,元/m²⋅月
90,http://www.haozu.com/gz_xzl_9046/,时代国际大厦,元/m²⋅月
109.8,http://www.haozu.com/gz_xzl_9544/,联合社区,元/m²⋅月
85,http://www.haozu.com/gz_xzl_4128/,创举商务大厦,元/m²⋅月
168,http://www.haozu.com/gz_xzl_3319/,汇美大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_9295/,东圃商业大厦,元/m²⋅月
85,http://www.haozu.com/gz_xzl_9115/,新达城广场,元/m²⋅月
90,http://www.haozu.com/gz_xzl_2919/,达宝大厦,元/m²⋅月
70,http://www.haozu.com/gz_xzl_4496/,万晟商都大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_935/,天河新天地,元/m²⋅月
140,http://www.haozu.com/gz_xzl_20420/,佳都国际大厦,元/m²⋅月
63,http://www.haozu.com/gz_xzl_1915/,江湾商业中心,元/m²⋅月
85,http://www.haozu.com/gz_xzl_1993/,汇德大厦,元/m²⋅月
90,http://www.haozu.com/gz_xzl_909/,宏发大厦,元/m²⋅月
145,http://www.haozu.com/gz_xzl_19676/,289艺术园,元/m²⋅月
125,http://www.haozu.com/gz_xzl_1454/,珠控国际中心,元/m²⋅月
65,http://www.haozu.com/gz_xzl_2580/,金汇大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1446/,壬丰大厦,元/m²⋅月
96,http://www.haozu.com/gz_xzl_8964/,蓝宝石大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_2168/,广州交易广场,元/m²⋅月
70,http://www.haozu.com/gz_xzl_28148/,银荔大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_3093/,富力盈通大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_924/,保利克洛维,元/m²⋅月
136,http://www.haozu.com/gz_xzl_1293/,保利V座,元/m²⋅月
70,http://www.haozu.com/gz_xzl_2342/,中侨大厦,元/m²⋅月
125,http://www.haozu.com/gz_xzl_9667/,天银大厦（广州）,元/m²⋅月
90,http://www.haozu.com/gz_xzl_1698/,高科大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_2174/,东鸣轩教育城,元/m²⋅月
200,http://www.haozu.com/gz_xzl_5166/,富力中心,元/m²⋅月
90,http://www.haozu.com/gz_xzl_31412/,海州信息中心,元/m²⋅月
110,http://www.haozu.com/gz_xzl_2479/,天溢大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_30890/,海安路18号,元/m²⋅月
132,http://www.haozu.com/gz_xzl_9455/,寰城海航广场,元/m²⋅月
160,http://www.haozu.com/gz_xzl_9406/,汉庭广场,元/m²⋅月
90.7,http://www.haozu.com/gz_xzl_5073/,中旅商贸大厦,元/m²⋅月
160,http://www.haozu.com/gz_xzl_3264/,金利来数码网络大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_4931/,森晟商务大厦,元/m²⋅月
240,http://www.haozu.com/gz_xzl_5164/,发展中心大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_21767/,TO+科创营,元/m²⋅月
75,http://www.haozu.com/gz_xzl_21569/,韵泰商业广场,元/m²⋅月
70,http://www.haozu.com/gz_xzl_2209/,丰铂大厦,元/m²⋅月
125,http://www.haozu.com/gz_xzl_2454/,南丰汇,元/m²⋅月
122,http://www.haozu.com/gz_xzl_894/,财富广场,元/m²⋅月
109.6,http://www.haozu.com/gz_xzl_1941/,尚层国际大厦,元/m²⋅月
150,http://www.haozu.com/gz_xzl_5149/,建滔广场,元/m²⋅月
85,http://www.haozu.com/gz_xzl_9716/,伊顿国际商务中心,元/m²⋅月
88,http://www.haozu.com/gz_xzl_2554/,华乐大厦,元/m²⋅月
70,http://www.haozu.com/gz_xzl_9726/,银龙商务大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_5325/,大马站大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_2444/,璟泰大厦,元/m²⋅月
155,http://www.haozu.com/gz_xzl_2527/,中国大酒店,元/m²⋅月
140,http://www.haozu.com/gz_xzl_28228/,天安人寿中心,元/m²⋅月
135,http://www.haozu.com/gz_xzl_19890/,银汇大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_19134/,尚东美御,元/m²⋅月
50.5,http://www.haozu.com/gz_xzl_31577/,金发科技创新社区,元/m²⋅月
55,http://www.haozu.com/gz_xzl_17994/,帝景商业中心,元/m²⋅月
150,http://www.haozu.com/gz_xzl_20095/,广物中心,元/m²⋅月
72.2,http://www.haozu.com/gz_xzl_28000/,天汇商厦,元/m²⋅月
155,http://www.haozu.com/gz_xzl_2555/,耀中广场,元/m²⋅月
65,http://www.haozu.com/gz_xzl_1949/,鸿德财润国际大厦,元/m²⋅月
43,http://www.haozu.com/gz_xzl_30938/,汇美科技大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_3361/,盘福大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_926/,丽柏酒店,元/m²⋅月
200,http://www.haozu.com/gz_xzl_23613/,二沙汇,元/m²⋅月
85,http://www.haozu.com/gz_xzl_17672/,东环大厦,元/m²⋅月
105,http://www.haozu.com/gz_xzl_911/,建和中心,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1774/,金星大厦,元/m²⋅月
150,http://www.haozu.com/gz_xzl_17026/,保利中达广场,元/m²⋅月
100,http://www.haozu.com/gz_xzl_8815/,广州民间金融大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_4392/,中旅商业城,元/m²⋅月
115,http://www.haozu.com/gz_xzl_903/,维多利大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_9690/,新创举大厦,元/m²⋅月
145,http://www.haozu.com/gz_xzl_4533/,越秀财富世纪广场,元/m²⋅月
90,http://www.haozu.com/gz_xzl_1505/,富星商贸大厦,元/m²⋅月
225,http://www.haozu.com/gz_xzl_1464/,广州国际金融中心（西塔）,元/m²⋅月
75,http://www.haozu.com/gz_xzl_1201/,泰兴商业大厦,元/m²⋅月
150,http://www.haozu.com/gz_xzl_19276/,都市华庭,元/m²⋅月
110,http://www.haozu.com/gz_xzl_20500/,亚洲国际大厦,元/m²⋅月
97,http://www.haozu.com/gz_xzl_1864/,粤能大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_4724/,国际银行中心,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1453/,保利丰兴广场,元/m²⋅月
75,http://www.haozu.com/gz_xzl_2770/,广州国际采购中心,元/m²⋅月
95,http://www.haozu.com/gz_xzl_25448/,锦达信商务大厦,元/m²⋅月
150,http://www.haozu.com/gz_xzl_5343/,富力盈盛广场,元/m²⋅月
65,http://www.haozu.com/gz_xzl_24511/,西郊商贸中心,元/m²⋅月
85,http://www.haozu.com/gz_xzl_9710/,燕都商务大厦,元/m²⋅月
68,http://www.haozu.com/gz_xzl_1720/,和安堡商业大厦,元/m²⋅月
186,http://www.haozu.com/gz_xzl_2757/,珠江城大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_9631/,天诚广场,元/m²⋅月
70,http://www.haozu.com/gz_xzl_20826/,鱼珠智谷,元/m²⋅月
120,http://www.haozu.com/gz_xzl_4404/,市政中环大厦,元/m²⋅月
98,http://www.haozu.com/gz_xzl_4849/,和业广场,元/m²⋅月
85,http://www.haozu.com/gz_xzl_4390/,蚬建商务楼,元/m²⋅月
125,http://www.haozu.com/gz_xzl_1517/,华普广场,元/m²⋅月
135,http://www.haozu.com/gz_xzl_933/,城建大厦,元/m²⋅月
72,http://www.haozu.com/gz_xzl_3564/,成悦大厦,元/m²⋅月
56,http://www.haozu.com/gz_xzl_31816/,广东诺亚方舟电子商务产业园,元/m²⋅月
45,http://www.haozu.com/gz_xzl_2175/,七喜创意园,元/m²⋅月
70,http://www.haozu.com/gz_xzl_940/,北京大厦,元/m²⋅月
87,http://www.haozu.com/gz_xzl_3291/,新宝利大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_25081/,广州报业文化中心,元/m²⋅月
80,http://www.haozu.com/gz_xzl_2550/,康富来国际大厦,元/m²⋅月
82,http://www.haozu.com/gz_xzl_3008/,穗丰大厦,元/m²⋅月
188,http://www.haozu.com/gz_xzl_5165/,广州保利中心,元/m²⋅月
226.4,http://www.haozu.com/gz_xzl_9276/,大荣商业楼,元/m²⋅月
100,http://www.haozu.com/gz_xzl_20698/,天河远洋创意园,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1465/,南岳大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_30950/,黄埔村创墟,元/m²⋅月
113.2,http://www.haozu.com/gz_xzl_3718/,捷登都会,元/m²⋅月
120,http://www.haozu.com/gz_xzl_5219/,全季酒店,元/m²⋅月
85,http://www.haozu.com/gz_xzl_1199/,1850创意园,元/m²⋅月
50,http://www.haozu.com/gz_xzl_21838/,万科云,元/m²⋅月
108,http://www.haozu.com/gz_xzl_9472/,佳都商务大厦西塔,元/m²⋅月
75,http://www.haozu.com/gz_xzl_5366/,泰恒大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_1989/,汇隆大厦,元/m²⋅月
200,http://www.haozu.com/gz_xzl_2758/,粤海天河城大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_2335/,时代地产中心,元/m²⋅月
130,http://www.haozu.com/gz_xzl_4251/,富力盈泰,元/m²⋅月
75,http://www.haozu.com/gz_xzl_5335/,航运大厦,元/m²⋅月
115,http://www.haozu.com/gz_xzl_16690/,富力盈东国际大厦,元/m²⋅月
105,http://www.haozu.com/gz_xzl_2983/,越秀新都会大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1894/,壬丰商务大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_9661/,天寿大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_1071/,中洲交易中心,元/m²⋅月
65,http://www.haozu.com/gz_xzl_24012/,天健ID CITY绿色创意园,元/m²⋅月
210,http://www.haozu.com/gz_xzl_2549/,金鹰大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_2192/,华以泰国际大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_25306/,力达广场,元/m²⋅月
100,http://www.haozu.com/gz_xzl_9526/,康富来大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1959/,金中环大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_3182/,广州国际贸易中心,元/m²⋅月
120,http://www.haozu.com/gz_xzl_9897/,西门口广场,元/m²⋅月
100,http://www.haozu.com/gz_xzl_3318/,富力盈丰大厦,元/m²⋅月
220,http://www.haozu.com/gz_xzl_5167/,合景国际金融广场,元/m²⋅月
75,http://www.haozu.com/gz_xzl_902/,正佳东方国际,元/m²⋅月
65,http://www.haozu.com/gz_xzl_2140/,广百商务大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_21546/,珠园大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_2562/,锦绣联合商务大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_1699/,三新大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_9366/,广垦商务大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_19496/,奥腾汇,元/m²⋅月
125,http://www.haozu.com/gz_xzl_25590/,邦华环球贸易中心,元/m²⋅月
180,http://www.haozu.com/gz_xzl_5161/,三银大厦,元/m²⋅月
140,http://www.haozu.com/gz_xzl_9428/,红盾大厦,元/m²⋅月
84.5,http://www.haozu.com/gz_xzl_3003/,汇华商贸大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_9524/,骏源大厦,元/m²⋅月
78,http://www.haozu.com/gz_xzl_1183/,创锦创业产业园,元/m²⋅月
100,http://www.haozu.com/gz_xzl_1950/,保利中汇广场,元/m²⋅月
80,http://www.haozu.com/gz_xzl_1946/,江河大厦,元/m²⋅月
85,http://www.haozu.com/gz_xzl_17144/,广州之窗商务港,元/m²⋅月
95.7,http://www.haozu.com/gz_xzl_3921/,富盈国际大厦,元/m²⋅月
55.6,http://www.haozu.com/gz_xzl_1968/,万菱广场,元/m²⋅月
100,http://www.haozu.com/gz_xzl_17305/,富力盈力（史丹尼）,元/m²⋅月
70,http://www.haozu.com/gz_xzl_9128/,沿江大厦,元/m²⋅月
65,http://www.haozu.com/gz_xzl_20683/,北岛创意园,元/m²⋅月
100,http://www.haozu.com/gz_xzl_10041/,金成商务中心,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1784/,天娱广场,元/m²⋅月
110,http://www.haozu.com/gz_xzl_4503/,龙威广场,元/m²⋅月
161,http://www.haozu.com/gz_xzl_1178/,智汇Park,元/m²⋅月
110,http://www.haozu.com/gz_xzl_5273/,龙泽商业大厦,元/m²⋅月
400,http://www.haozu.com/gz_xzl_9398/,广州周大福金融中心（东塔）,元/m²⋅月
70,http://www.haozu.com/gz_xzl_20402/,东岳商业大厦,元/m²⋅月
50,http://www.haozu.com/gz_xzl_18970/,奥园城市天地,元/m²⋅月
100,http://www.haozu.com/gz_xzl_1516/,南天国际商务中心,元/m²⋅月
85,http://www.haozu.com/gz_xzl_9011/,鹏源发展大厦,元/m²⋅月
95,http://www.haozu.com/gz_xzl_1958/,东岳财富广场,元/m²⋅月
73.2,http://www.haozu.com/gz_xzl_20224/,时代TIT广场,元/m²⋅月
160,http://www.haozu.com/gz_xzl_2760/,丽丰中心,元/m²⋅月
130,http://www.haozu.com/gz_xzl_1457/,大都会广场,元/m²⋅月
68,http://www.haozu.com/gz_xzl_30846/,苏荷独立艺术园区,元/m²⋅月
100,http://www.haozu.com/gz_xzl_5252/,南方证券大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_3324/,富力盈力大厦（摩根）,元/m²⋅月
130,http://www.haozu.com/gz_xzl_17692/,宝地广场,元/m²⋅月
105,http://www.haozu.com/gz_xzl_904/,华港商务大厦,元/m²⋅月
150,http://www.haozu.com/gz_xzl_3086/,圣丰广场,元/m²⋅月
88.9,http://www.haozu.com/gz_xzl_3558/,新裕大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_5160/,双城国际,元/m²⋅月
120,http://www.haozu.com/gz_xzl_1992/,珠江国际大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_20967/,民生商业大厦,元/m²⋅月
145,http://www.haozu.com/gz_xzl_3256/,羊城同创汇,元/m²⋅月
120,http://www.haozu.com/gz_xzl_28939/,中铁诺德中心,元/m²⋅月
90,http://www.haozu.com/gz_xzl_1270/,时代广场（广州）,元/m²⋅月
95,http://www.haozu.com/gz_xzl_2478/,中粤大厦,元/m²⋅月
110,http://www.haozu.com/gz_xzl_2912/,南方数码都荟,元/m²⋅月
95,http://www.haozu.com/gz_xzl_3712/,银海大厦,元/m²⋅月
65,http://www.haozu.com/gz_xzl_9749/,源新大厦,元/m²⋅月
67,http://www.haozu.com/gz_xzl_3546/,广东国际大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_17193/,富力科讯大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_938/,金颖大厦,元/m²⋅月
60,http://www.haozu.com/gz_xzl_9806/,动感小西关,元/m²⋅月
63,http://www.haozu.com/gz_xzl_9573/,启星商务中心,元/m²⋅月
115,http://www.haozu.com/gz_xzl_1069/,跑马地大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_20708/,Formula（方程式）创意办公空间,元/m²⋅月
115,http://www.haozu.com/gz_xzl_2136/,羊城国际贸易中心,元/m²⋅月
112.8,http://www.haozu.com/gz_xzl_20356/,正佳万豪金殿,元/m²⋅月
75,http://www.haozu.com/gz_xzl_24910/,裕晖创意产业中心,元/m²⋅月
85,http://www.haozu.com/gz_xzl_1998/,越秀城市广场,元/m²⋅月
80,http://www.haozu.com/gz_xzl_4777/,富华商贸大厦,元/m²⋅月
115,http://www.haozu.com/gz_xzl_4333/,金润铂宫,元/m²⋅月
80,http://www.haozu.com/gz_xzl_2768/,保利世界贸易中心,元/m²⋅月
138,http://www.haozu.com/gz_xzl_1267/,保利中辰广场,元/m²⋅月
150,http://www.haozu.com/gz_xzl_3334/,广晟国际大厦,元/m²⋅月
98,http://www.haozu.com/gz_xzl_3075/,广州国际电子大厦,元/m²⋅月
125,http://www.haozu.com/gz_xzl_1854/,中泰国际广场,元/m²⋅月
130,http://www.haozu.com/gz_xzl_3370/,勤建大厦,元/m²⋅月
138,http://www.haozu.com/gz_xzl_1281/,创展中心,元/m²⋅月
70,http://www.haozu.com/gz_xzl_1775/,御富科贸园,元/m²⋅月
90,http://www.haozu.com/gz_xzl_3571/,嘉业大厦,元/m²⋅月
94.1,http://www.haozu.com/gz_xzl_1962/,颐和大厦,元/m²⋅月
58,http://www.haozu.com/gz_xzl_2207/,金安大厦,元/m²⋅月
75,http://www.haozu.com/gz_xzl_2245/,金科大厦,元/m²⋅月
129.2,http://www.haozu.com/gz_xzl_1927/,高志大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_9568/,平安大厦,元/m²⋅月
90,http://www.haozu.com/gz_xzl_30667/,员村N次方,元/m²⋅月
100,http://www.haozu.com/gz_xzl_2570/,达信大厦,元/m²⋅月
180,http://www.haozu.com/gz_xzl_3467/,市长大厦,元/m²⋅月
91.6,http://www.haozu.com/gz_xzl_5152/,富力公园,元/m²⋅月
150,http://www.haozu.com/gz_xzl_3195/,南雅中和广场,元/m²⋅月
50,http://www.haozu.com/gz_xzl_31801/,箐品园,元/m²⋅月
80,http://www.haozu.com/gz_xzl_16537/,广东港澳中心,元/m²⋅月
100,http://www.haozu.com/gz_xzl_17100/,环汇商业广场,元/m²⋅月
50,http://www.haozu.com/gz_xzl_29219/,广州圆大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_3235/,广东省文化厅,元/m²⋅月
120,http://www.haozu.com/gz_xzl_2871/,新国际大厦,元/m²⋅月
130,http://www.haozu.com/gz_xzl_3551/,锦城大厦,元/m²⋅月
80,http://www.haozu.com/gz_xzl_9577/,侨林苑,元/m²⋅月
75,http://www.haozu.com/gz_xzl_9157/,粤虹大厦写字楼,元/m²⋅月
89.8,http://www.haozu.com/gz_xzl_2791/,中洲中心,元/m²⋅月
130,http://www.haozu.com/gz_xzl_29866/,N次方众创空间,元/m²⋅月
88.2,http://www.haozu.com/gz_xzl_8818/,广州世界贸易中心大厦,元/m²⋅月
98,http://www.haozu.com/gz_xzl_2167/,东宝大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_932/,华信大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_4548/,洪都大厦,元/m²⋅月
120,http://www.haozu.com/gz_xzl_24440/,云顶同创汇,元/m²⋅月
85,http://www.haozu.com/gz_xzl_4016/,广东交通大厦,元/m²⋅月
125,http://www.haozu.com/gz_xzl_5322/,方圆E时光,元/m²⋅月
100,http://www.haozu.com/gz_xzl_21534/,融科商务园,元/m²⋅月
80,http://www.haozu.com/gz_xzl_28970/,祈福集团中心,元/m²⋅月
120,http://www.haozu.com/gz_xzl_16480/,文德广场,元/m²⋅月
138,http://www.haozu.com/gz_xzl_8890/,铧厦商业中心,元/m²⋅月
90,http://www.haozu.com/gz_xzl_5389/,瑞安广州中心,元/m²⋅月
115,http://www.haozu.com/gz_xzl_27952/,露乐国际大厦,元/m²⋅月
100,http://www.haozu.com/gz_xzl_8807/,广州地税大厦,元/m²⋅月
88,http://www.haozu.com/gz_xzl_9013/,企晟大厦,元/m²⋅月
119,http://www.haozu.com/gz_xzl_28322/,牛集联合资源办公社区,元/m²⋅月
280,http://www.haozu.com/gz_xzl_9060/,泰峰大厦,元/m²⋅月
60,http://www.haozu.com/gz_xzl_8812/,广州机电大厦,元/m²⋅月
48,http://www.haozu.com/gz_xzl_32212/,广州高科科技园,元/m²⋅月
70,http://www.haozu.com/gz_xzl_31513/,江南苑,元/m²⋅月
90,http://www.haozu.com/gz_xzl_9819/,广州全新商务中心,元/m²⋅月
85,http://www.haozu.com/gz_xzl_29575/,金颖东三街一号大院,元/m²⋅月
90,http://www.haozu.com/gz_xzl_29974/,新陶苑,元/m²⋅月
85,http://www.haozu.com/gz_xzl_32284/,时代E-PARK,元/m²⋅月
110,http://www.haozu.com/gz_xzl_31559/,万胜围壹号,元/m²⋅月
300,http://www.haozu.com/gz_xzl_25778/,卓群商务楼,元/m²⋅月
